Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
UV		Cond		Conc B		Injection		Run Log		Fraction		UV_CUT_TEMP@100,BASEM	
ml	mAU	ml	mS/cm	ml	%	ml	Injection	ml	Logbook	ml	Fraction	ml	mAU
4.903893	3.216377	9.808045	33.26918									4.903893	2.312036
4.904474	3.216926	9.809206	33.269417									4.904474	2.312607
4.905054	3.218009	9.810368	33.269478									4.905054	2.313179
4.905634	3.218586	9.811528	33.269405									4.905634	2.313751
4.906215	3.21797	9.812689	33.269394									4.906215	2.314322
4.906795	3.217876	9.813849	33.269436									4.906795	2.314894
4.907375	3.217796	9.81501	33.269417									4.907375	2.315465
4.907956	3.217559	9.816171	33.269344									4.907956	2.316037
4.908536	3.217812	9.817331	33.269276									4.908536	2.316608
4.909117	3.218198	9.818492	33.269321									4.909117	2.31718
4.909697	3.21821	9.819653	33.269459									4.909697	2.317751
4.910277	3.218059	9.820813	33.269508									4.910277	2.317751
4.910858	3.218443	9.821975	33.269531									4.910858	2.317751
4.911438	3.218798	9.823135	33.269588									4.911438	2.317751
4.912018	3.218825	9.824296	33.269676									4.912018	2.317751
4.912599	3.218555	9.825457	33.269855									4.912599	2.317751
4.913179	3.218082	9.826617	33.269985									4.913179	2.317751
4.913759	3.21769	9.827778	33.270061									4.913759	2.317751
4.91434	3.217037	9.828938	33.270084									4.91434	2.317751
4.91492	3.216325	9.830099	33.270119									4.91492	2.317751
4.9155	3.215977	9.83126	33.270214									4.9155	2.317751
4.91608	3.21537	9.83242	33.270256									4.91608	2.318317
4.916661	3.214714	9.833582	33.270264									4.916661	2.318883
4.917242	3.214378	9.834743	33.270317									4.917242	2.319449
4.917822	3.213841	9.835903	33.270378									4.917822	2.320015
4.918402	3.21335	9.837064	33.270374									4.918402	2.320581
4.918983	3.213303	9.838224	33.270229									4.918983	2.321147
4.919563	3.213437	9.839385	33.270077									4.919563	2.321713
4.920143	3.21339	9.840546	33.270027									4.920143	2.322279
4.920723	3.213278	9.841706	33.270012									4.920723	2.322845
4.921304	3.21379	9.842867	33.269943									4.921304	2.323411
4.921884	3.213934	9.844028	33.269836									4.921884	2.323972
4.922464	3.213763	9.845189	33.269783									4.922464	2.324532
4.923045	3.213581	9.84635	33.269657									4.923045	2.325093
4.923625	3.213417	9.84751	33.269543									4.923625	2.325653
4.924205	3.213634	9.848671	33.269566									4.924205	2.326214
4.924786	3.213645	9.849832	33.269573									4.924786	2.326774
4.925366	3.213994	9.850992	33.269569									4.925366	2.327335
4.925947	3.21452	9.852153	33.269627									4.925947	2.327895
4.926527	3.214573	9.853313	33.269657									4.926527	2.328455
4.927107	3.214674	9.854474	33.269768									4.927107	2.329016
4.927688	3.215415	9.855635	33.269848									4.927688	2.329016
4.928268	3.215474	9.856796	33.269844									4.928268	2.329016
4.928848	3.21506	9.857957	33.269867									4.928848	2.329016
4.929429	3.215137	9.859118	33.269886									4.929429	2.329016
4.930009	3.214996	9.860278	33.269863									4.930009	2.329016
4.930589	3.214742	9.861439	33.269814									4.930589	2.329016
4.93117	3.215009	9.862599	33.269844									4.93117	2.329016
4.93175	3.215667	9.86376	33.269905									4.93175	2.329016
4.93233	3.215364	9.864921	33.26984									4.93233	2.329016
4.93291	3.214545	9.866081	33.269821									4.93291	2.329016
4.933491	3.214033	9.867242	33.269867									4.933491	2.329571
4.934072	3.213736	9.868403	33.269962									4.934072	2.330126
4.934652	3.213526	9.869564	33.270065									4.934652	2.330681
4.935232	3.213996	9.870725	33.270149									4.935232	2.331236
4.935812	3.214022	9.871885	33.27018									4.935812	2.331791
4.936393	3.21421	9.873046	33.270142									4.936393	2.332346
4.936973	3.214386	9.874207	33.270145									4.936973	2.332901
4.937553	3.21366	9.875367	33.270229									4.937553	2.333456
4.938134	3.213428	9.876528	33.270374									4.938134	2.334011
4.938714	3.213547	9.877688	33.270332									4.938714	2.334566
4.939294	3.213887	9.878849	33.270283									4.939294	2.335115
4.939875	3.214456	9.88001	33.270279									4.939875	2.335665
4.940455	3.214404	9.881171	33.270302									4.940455	2.336215
4.941035	3.214108	9.882332	33.270241									4.941035	2.336764
4.941616	3.213842	9.883492	33.270256									4.941616	2.337314
4.942196	3.21428	9.884653	33.270275									4.942196	2.337863
4.942777	3.215537	9.885814	33.270294									4.942777	2.338413
4.943357	3.215963	9.886974	33.270313									4.943357	2.338963
4.943937	3.216379	9.888135	33.270294									4.943937	2.339512
4.944518	3.217256	9.889296	33.270306									4.944518	2.340062
4.945098	3.217325	9.890456	33.270332									4.945098	2.340062
4.945678	3.217267	9.891617	33.270355									4.945678	2.340062
4.946259	3.217888	9.892778	33.270329									4.946259	2.340062
4.946839	3.218588	9.893939	33.270248									4.946839	2.340062
4.947419	3.21859	9.8951	33.270184									4.947419	2.340062
4.947999	3.218491	9.89626	33.270081									4.947999	2.340062
4.94858	3.218849	9.897421	33.269985									4.94858	2.340062
4.94916	3.219128	9.898582	33.26976									4.94916	2.340062
4.94974	3.21892	9.899742	33.269543									4.94974	2.340062
4.950321	3.218261	9.900903	33.26939									4.950321	2.340062
4.950901	3.217268	9.902063	33.269138									4.950901	2.340606
4.951482	3.216727	9.903224	33.268986									4.951482	2.34115
4.952062	3.217086	9.904386	33.268932									4.952062	2.341695
4.952642	3.217109	9.905546	33.268936									4.952642	2.342239
4.953223	3.217458	9.906707	33.268887									4.953223	2.342783
4.953803	3.217764	9.907867	33.268776									4.953803	2.343327
4.954383	3.217431	9.909028	33.268742									4.954383	2.343872
4.954964	3.217332	9.910189	33.26865									4.954964	2.344416
4.955544	3.217445	9.911349	33.268658									4.955544	2.34496
4.956124	3.216823	9.91251	33.268711									4.956124	2.345504
4.956705	3.216454	9.913671	33.268623									4.956705	2.346043
4.957285	3.216513	9.914831	33.268555									4.957285	2.346582
4.957865	3.217093	9.915993	33.268505									4.957865	2.347121
4.958446	3.217755	9.917153	33.268505									4.958446	2.34766
4.959026	3.217124	9.918314	33.268444									4.959026	2.348199
4.959606	3.216536	9.919475	33.268379									4.959606	2.348738
4.960187	3.216969	9.920635	33.268356									4.960187	2.349277
4.960767	3.215939	9.921796	33.268356									4.960767	2.349816
4.961348	3.215857	9.922956	33.268326									4.961348	2.350355
4.961928	3.216944	9.924117	33.268322									4.961928	2.350893
4.962508	3.217605	9.925278	33.268333									4.962508	2.350893
4.963089	3.218119	9.926438	33.268326									4.963089	2.350893
4.963669	3.218637	9.9276	33.26833									4.963669	2.350893
4.964249	3.218515	9.928761	33.268242									4.964249	2.350893
4.964829	3.218727	9.929921	33.268143									4.964829	2.350893
4.96541	3.219211	9.931082	33.268154									4.96541	2.350893
4.96599	3.219263	9.932242	33.268246									4.96599	2.350893
4.96657	3.219505	9.933403	33.268223									4.96657	2.350893
4.967151	3.219327	9.934564	33.26812									4.967151	2.350893
4.967731	3.219607	9.935724	33.268127									4.967731	2.350893
4.968311	3.219512	9.936885	33.268253									4.968311	2.351427
4.968892	3.219024	9.938046	33.268433									4.968892	2.351961
4.969472	3.218232	9.939207	33.268593									4.969472	2.352494
4.970053	3.218427	9.940368	33.268696									4.970053	2.353028
4.970633	3.219241	9.941528	33.26865									4.970633	2.353562
4.971213	3.218666	9.942689	33.2686									4.971213	2.354095
4.971794	3.218237	9.94385	33.268661									4.971794	2.354629
4.972374	3.218975	9.94501	33.268692									4.972374	2.355163
4.972954	3.218745	9.946171	33.268715									4.972954	2.355696
4.973535	3.21738	9.947331	33.268719									4.973535	2.35623
4.974115	3.217127	9.948492	33.268764									4.974115	2.356759
4.974695	3.217219	9.949653	33.268764									4.974695	2.357287
4.975276	3.216661	9.950813	33.26873									4.975276	2.357815
4.975856	3.216408	9.951975	33.268711									4.975856	2.358344
4.976436	3.216214	9.953135	33.268677									4.976436	2.358872
4.977016	3.216581	9.954296	33.268661									4.977016	2.359401
4.977597	3.21679	9.955457	33.268692									4.977597	2.359929
4.978178	3.216951	9.956617	33.268726									4.978178	2.360458
4.978758	3.21694	9.957778	33.268715									4.978758	2.360986
4.979338	3.217062	9.958939	33.268681									4.979338	2.361515
4.979918	3.218251	9.960099	33.268692									4.979918	2.361515
4.980499	3.219061	9.96126	33.268726									4.980499	2.361515
4.981079	3.218851	9.96242	33.268711									4.981079	2.361515
4.981659	3.219446	9.963582	33.268688									4.981659	2.361515
4.98224	3.219505	9.964743	33.268665									4.98224	2.361515
4.98282	3.219481	9.965903	33.26862									4.98282	2.361515
4.9834	3.219375	9.967064	33.268497									4.9834	2.361515
4.983981	3.218239	9.968225	33.268391									4.983981	2.361515
4.984561	3.217906	9.969385	33.268349									4.984561	2.361515
4.985141	3.218355	9.970546	33.268394									4.985141	2.361515
4.985722	3.218768	9.971706	33.268501									4.985722	2.362038
4.986302	3.219306	9.972867	33.268539									4.986302	2.362561
4.986883	3.219237	9.974028	33.268528									4.986883	2.363084
4.987463	3.219397	9.975189	33.268456									4.987463	2.363608
4.988043	3.220742	9.97635	33.268394									4.988043	2.364131
4.988624	3.220773	9.97751	33.268402									4.988624	2.364654
4.989204	3.222156	9.978671	33.268375									4.989204	2.365178
4.989784	3.223617	9.979832	33.268394									4.989784	2.365701
4.990365	3.223017	9.980992	33.26841									4.990365	2.366224
4.990945	3.223197	9.982153	33.268375									4.990945	2.366747
4.991525	3.22279	9.983314	33.268383									4.991525	2.367265
4.992105	3.222077	9.984474	33.268295									4.992105	2.367784
4.992686	3.221841	9.985635	33.268162									4.992686	2.368302
4.993266	3.222228	9.986796	33.268166									4.993266	2.36882
4.993846	3.221873	9.987957	33.268192									4.993846	2.369338
4.994427	3.220952	9.989118	33.268261									4.994427	2.369856
4.995008	3.221019	9.990278	33.268253									4.995008	2.370374
4.995588	3.220984	9.991439	33.268204									4.995588	2.370893
4.996168	3.221781	9.992599	33.268211									4.996168	2.371411
4.996748	3.22159	9.99376	33.268219									4.996748	2.371929
4.997329	3.221605	9.994921	33.268204									4.997329	2.372442
4.997909	3.221779	9.996081	33.268219									4.997909	2.372955
4.998489	3.222579	9.997242	33.268227									4.998489	2.373468
4.99907	3.222238	9.998404	33.268238									4.99907	2.373981
4.99965	3.222719	9.999564	33.26825									4.99965	2.374495
5.00023	3.223176	10.000725	33.268265									5.00023	2.375008
5.000811	3.223227	10.001885	33.268265									5.000811	2.375521
5.001391	3.222977	10.003046	33.2682									5.001391	2.376034
5.001971	3.222831	10.004207	33.268158									5.001971	2.376547
5.002552	3.223608	10.005367	33.268269									5.002552	2.37706
5.003132	3.224193	10.006528	33.268333									5.003132	2.37706
5.003713	3.223466	10.007689	33.268368									5.003713	2.37706
5.004293	3.224125	10.008849	33.268375									5.004293	2.37706
5.004873	3.224512	10.010011	33.268421									5.004873	2.37706
5.005454	3.225591	10.011171	33.268475									5.005454	2.37706
5.006034	3.225095	10.012332	33.268475									5.006034	2.37706
5.006614	3.225218	10.013493	33.268463									5.006614	2.37706
5.007195	3.225534	10.014653	33.26841									5.007195	2.37706
5.007775	3.225931	10.015814	33.268337									5.007775	2.37706
5.008355	3.226093	10.016974	33.268337									5.008355	2.37706
5.008935	3.226066	10.018135	33.268482									5.008935	2.377568
5.009516	3.225914	10.019296	33.268597									5.009516	2.378076
5.010096	3.22571	10.020456	33.268555									5.010096	2.378584
5.010676	3.225822	10.021617	33.268414									5.010676	2.379092
5.011257	3.225716	10.022779	33.268322									5.011257	2.3796
5.011837	3.225774	10.023939	33.268326									5.011837	2.380108
5.012417	3.225857	10.0251	33.268326									5.012417	2.380616
5.012998	3.225821	10.02626	33.268295									5.012998	2.381124
5.013578	3.225834	10.027421	33.268196									5.013578	2.381633
5.014159	3.225737	10.028582	33.268044									5.014159	2.382141
5.014739	3.225905	10.029742	33.267979									5.014739	2.382644
5.015319	3.225801	10.030903	33.267979									5.015319	2.383147
5.0159	3.225233	10.032063	33.26796									5.0159	2.38365
5.01648	3.224943	10.033224	33.26796									5.01648	2.384153
5.01706	3.224873	10.034386	33.268036									5.01706	2.384656
5.017641	3.224523	10.035546	33.268082									5.017641	2.385159
5.018221	3.223949	10.036707	33.268055									5.018221	2.385662
5.018801	3.223485	10.037868	33.268024									5.018801	2.386165
5.019382	3.22362	10.039028	33.268047									5.019382	2.386668
5.019962	3.22438	10.040189	33.268089									5.019962	2.387172
5.020542	3.224469	10.041349	33.268192									5.020542	2.387172
5.021122	3.225069	10.04251	33.268299									5.021122	2.387172
5.021703	3.225861	10.043671	33.268333									5.021703	2.387172
5.022284	3.226013	10.044831	33.268402									5.022284	2.387172
5.022864	3.225725	10.045993	33.268436									5.022864	2.387172
5.023444	3.225883	10.047153	33.268494									5.023444	2.387172
5.024024	3.225999	10.048314	33.268555									5.024024	2.387172
5.024605	3.226351	10.049475	33.268585									5.024605	2.387172
5.025185	3.226466	10.050635	33.2686									5.025185	2.387172
5.025765	3.226266	10.051796	33.26852									5.025765	2.387172
5.026346	3.226429	10.052957	33.268429									5.026346	2.38767
5.026926	3.225755	10.054117	33.268478									5.026926	2.388168
5.027506	3.225459	10.055278	33.268517									5.027506	2.388666
5.028087	3.225262	10.056438	33.268444									5.028087	2.389164
5.028667	3.224875	10.0576	33.268433									5.028667	2.389662
5.029247	3.223953	10.058761	33.268391									5.029247	2.39016
5.029828	3.224153	10.059921	33.268246									5.029828	2.390659
5.030408	3.223589	10.061082	33.268196									5.030408	2.391157
5.030989	3.223536	10.062243	33.268227									5.030989	2.391655
5.031569	3.22406	10.063403	33.268162									5.031569	2.392153
5.032149	3.224706	10.064564	33.268047									5.032149	2.392646
5.03273	3.224834	10.065724	33.26799									5.03273	2.39314
5.03331	3.225104	10.066885	33.267982									5.03331	2.393633
5.03389	3.224568	10.068046	33.268036									5.03389	2.394126
5.034471	3.224089	10.069207	33.268078									5.034471	2.394619
5.035051	3.224032	10.070368	33.268024									5.035051	2.395113
5.035631	3.224481	10.071528	33.267982									5.035631	2.395606
5.036211	3.224109	10.072689	33.267925									5.036211	2.396099
5.036792	3.223714	10.07385	33.267887									5.036792	2.396593
5.037372	3.22375	10.07501	33.267887									5.037372	2.397086
5.037952	3.223772	10.076171	33.267746									5.037952	2.397574
5.038533	3.22347	10.077332	33.267727									5.038533	2.398063
5.039114	3.223621	10.078492	33.267769									5.039114	2.398551
5.039694	3.223908	10.079653	33.267727									5.039694	2.39904
5.040274	3.223574	10.080814	33.2677									5.040274	2.399528
5.040854	3.223287	10.081975	33.267708									5.040854	2.400017
5.041435	3.223113	10.083136	33.267708									5.041435	2.400505
5.042015	3.224061	10.084296	33.26778									5.042015	2.400994
5.042595	3.224629	10.085457	33.267883									5.042595	2.401482
5.043176	3.224798	10.086617	33.267963									5.043176	2.401971
5.043756	3.224711	10.087778	33.267994									5.043756	2.401971
5.044336	3.225086	10.088939	33.267868									5.044336	2.401971
5.044917	3.225482	10.090099	33.267826									5.044917	2.401971
5.045497	3.225413	10.09126	33.267834									5.045497	2.401971
5.046077	3.225337	10.092421	33.267845									5.046077	2.401971
5.046658	3.225787	10.093582	33.267841									5.046658	2.401971
5.047238	3.225798	10.094743	33.26791									5.047238	2.401971
5.047819	3.225403	10.095903	33.268021									5.047819	2.401971
5.048399	3.225074	10.097064	33.268185									5.048399	2.401971
5.048979	3.224525	10.098225	33.268372									5.048979	2.401971
5.04956	3.223933	10.099385	33.268429									5.04956	2.402454
5.05014	3.224164	10.100546	33.268505									5.05014	2.402938
5.05072	3.223864	10.101707	33.268646									5.05072	2.403422
5.051301	3.223901	10.102867	33.268707									5.051301	2.403905
5.051881	3.224222	10.104028	33.268539									5.051881	2.404389
5.052461	3.224465	10.105189	33.268356									5.052461	2.404873
5.053041	3.224797	10.10635	33.268337									5.053041	2.405356
5.053622	3.224401	10.107511	33.268387									5.053622	2.40584
5.054202	3.224383	10.108671	33.268307									5.054202	2.406323
5.054782	3.224316	10.109832	33.268208									5.054782	2.406807
5.055363	3.224597	10.110992	33.268253									5.055363	2.407286
5.055943	3.224644	10.112153	33.26825									5.055943	2.407765
5.056524	3.224539	10.113314	33.268185									5.056524	2.408244
5.057104	3.224519	10.114474	33.2682									5.057104	2.408723
5.057684	3.224378	10.115635	33.268242									5.057684	2.409202
5.058265	3.224835	10.116796	33.268284									5.058265	2.409681
5.058845	3.224875	10.117957	33.268356									5.058845	2.41016
5.059425	3.225095	10.119118	33.268322									5.059425	2.410639
5.060006	3.225376	10.120278	33.268307									5.060006	2.411117
5.060586	3.225171	10.121439	33.26836									5.060586	2.411596
5.061166	3.224652	10.1226	33.268448									5.061166	2.412071
5.061747	3.224774	10.12376	33.268497									5.061747	2.412545
5.062327	3.224676	10.124921	33.268505									5.062327	2.413019
5.062907	3.224458	10.126081	33.268593									5.062907	2.413493
5.063488	3.225521	10.127242	33.268608									5.063488	2.413968
5.064068	3.22595	10.128404	33.268623									5.064068	2.414442
5.064648	3.225627	10.129564	33.268684									5.064648	2.414916
5.065229	3.224947	10.130725	33.26862									5.065229	2.41539
5.065809	3.22512	10.131886	33.268528									5.065809	2.415864
5.06639	3.225444	10.133046	33.268497									5.06639	2.416339
5.06697	3.225677	10.134207	33.268433									5.06697	2.416808
5.06755	3.22545	10.135367	33.268299									5.06755	2.417278
5.06813	3.226422	10.136528	33.268284									5.06813	2.417747
5.068711	3.226392	10.137689	33.268276									5.068711	2.418217
5.069291	3.226096	10.138849	33.268227									5.069291	2.418686
5.069871	3.226609	10.140011	33.268303									5.069871	2.419156
5.070452	3.226774	10.141171	33.268345									5.070452	2.419626
5.071032	3.226271	10.142332	33.26833									5.071032	2.420095
5.071612	3.225927	10.143493	33.26836									5.071612	2.420565
5.072193	3.226166	10.144653	33.268574									5.072193	2.421034
5.072773	3.226341	10.145814	33.268623									5.072773	2.421034
5.073353	3.225919	10.146975	33.268627									5.073353	2.421034
5.073934	3.225131	10.148135	33.268764									5.073934	2.421034
5.074514	3.225175	10.149296	33.268848									5.074514	2.421034
5.075095	3.225657	10.150456	33.268963									5.075095	2.421034
5.075675	3.225284	10.151618	33.268948									5.075675	2.421034
5.076255	3.225014	10.152779	33.269054									5.076255	2.421034
5.076836	3.2252	10.153939	33.26923									5.076836	2.421034
5.077416	3.225208	10.1551	33.269348									5.077416	2.421034
5.077996	3.225224	10.15626	33.269257									5.077996	2.421034
5.078577	3.225253	10.157421	33.26918									5.078577	2.421499
5.079157	3.225355	10.158582	33.269165									5.079157	2.421964
5.079737	3.225478	10.159742	33.269062									5.079737	2.422429
5.080317	3.225336	10.160903	33.268898									5.080317	2.422894
5.080898	3.22519	10.162064	33.268936									5.080898	2.423359
5.081478	3.22496	10.163224	33.268993									5.081478	2.423824
5.082058	3.224964	10.164386	33.269012									5.082058	2.424289
5.082639	3.225178	10.165546	33.269051									5.082639	2.424754
5.08322	3.225196	10.166707	33.269047									5.08322	2.425219
5.0838	3.225168	10.167868	33.269085									5.0838	2.425684
5.08438	3.225358	10.169028	33.26907									5.08438	2.426144
5.08496	3.225809	10.170189	33.269047									5.08496	2.426605
5.085541	3.226197	10.17135	33.269081									5.085541	2.427065
5.086121	3.226586	10.17251	33.269043									5.086121	2.427526
5.086701	3.227207	10.173671	33.268879									5.086701	2.427986
5.087282	3.227577	10.174831	33.268757									5.087282	2.428447
5.087862	3.227644	10.175993	33.268753									5.087862	2.428907
5.088442	3.227942	10.177154	33.268711									5.088442	2.429367
5.089023	3.227602	10.178314	33.268661									5.089023	2.429828
5.089603	3.226626	10.179475	33.268555									5.089603	2.430288
5.090183	3.226137	10.180635	33.268517									5.090183	2.430744
5.090764	3.225887	10.181796	33.268486									5.090764	2.4312
5.091344	3.225824	10.182957	33.268459									5.091344	2.431656
5.091925	3.225318	10.184117	33.268597									5.091925	2.432112
5.092505	3.22455	10.185278	33.268673									5.092505	2.432568
5.093085	3.224237	10.186439	33.268665									5.093085	2.433023
5.093666	3.224606	10.1876	33.268669									5.093666	2.433479
5.094246	3.225056	10.188761	33.268608									5.094246	2.433935
5.094826	3.225038	10.189921	33.268509									5.094826	2.434391
5.095407	3.224348	10.191082	33.26849									5.095407	2.434847
5.095987	3.224712	10.192243	33.268452									5.095987	2.435298
5.096567	3.224978	10.193403	33.268436									5.096567	2.43575
5.097147	3.223865	10.194564	33.268391									5.097147	2.436201
5.097728	3.22363	10.195724	33.268391									5.097728	2.436653
5.098308	3.223858	10.196885	33.268467									5.098308	2.437104
5.098888	3.223621	10.198046	33.268471									5.098888	2.437555
5.099469	3.223736	10.199207	33.268333									5.099469	2.438007
5.100049	3.223669	10.200368	33.268299									5.100049	2.438458
5.10063	3.223228	10.201529	33.268318									5.10063	2.43891
5.10121	3.222764	10.202689	33.268311									5.10121	2.439361
5.10179	3.222292	10.20385	33.268288									5.10179	2.439361
5.102371	3.223048	10.20501	33.268223									5.102371	2.439361
5.102951	3.224116	10.206171	33.268085									5.102951	2.439361
5.103531	3.224413	10.207332	33.268078									5.103531	2.439361
5.104112	3.223985	10.208492	33.268009									5.104112	2.439361
5.104692	3.224164	10.209653	33.267883									5.104692	2.439361
5.105272	3.224541	10.210814	33.267776									5.105272	2.439361
5.105853	3.224779	10.211975	33.267643									5.105853	2.439361
5.106433	3.225226	10.213136	33.267544									5.106433	2.439361
5.107013	3.225664	10.214296	33.267567									5.107013	2.439361
5.107594	3.225487	10.215457	33.267628									5.107594	2.439808
5.108174	3.224737	10.216618	33.267742									5.108174	2.440255
5.108754	3.224427	10.217778	33.267776									5.108754	2.440702
5.109335	3.224391	10.218939	33.267708									5.109335	2.441149
5.109915	3.224411	10.220099	33.267727									5.109915	2.441596
5.110496	3.223836	10.22126	33.267769									5.110496	2.442043
5.111076	3.223349	10.222422	33.267796									5.111076	2.44249
5.111656	3.223568	10.223582	33.267841									5.111656	2.442937
5.112236	3.223835	10.224743	33.267853									5.112236	2.443384
5.112817	3.22368	10.225904	33.267757									5.112817	2.443831
5.113397	3.223718	10.227064	33.267559									5.113397	2.444273
5.113977	3.224102	10.228225	33.267326									5.113977	2.444716
5.114558	3.224164	10.229385	33.267193									5.114558	2.445159
5.115138	3.224027	10.230546	33.267174									5.115138	2.445601
5.115718	3.224084	10.231707	33.267185									5.115718	2.446044
5.116299	3.223488	10.232867	33.267204									5.116299	2.446486
5.116879	3.223142	10.234028	33.267139									5.116879	2.446929
5.117459	3.223754	10.235189	33.267078									5.117459	2.447371
5.11804	3.223169	10.23635	33.267063									5.11804	2.447814
5.11862	3.223846	10.237511	33.26712									5.11862	2.448257
5.119201	3.224172	10.238671	33.267208									5.119201	2.448695
5.119781	3.224228	10.239832	33.267242									5.119781	2.449133
5.120361	3.224728	10.240993	33.267246									5.120361	2.449572
5.120942	3.224258	10.242153	33.267239									5.120942	2.45001
5.121522	3.224302	10.243314	33.26722									5.121522	2.450448
5.122102	3.225275	10.244474	33.267147									5.122102	2.450886
5.122683	3.225063	10.245635	33.26733									5.122683	2.451324
5.123263	3.224971	10.246797	33.267349									5.123263	2.451763
5.123843	3.224396	10.247957	33.267483									5.123843	2.452201
5.124424	3.224806	10.249118	33.26759									5.124424	2.452639
5.125004	3.225404	10.250278	33.267788									5.125004	2.453073
5.125584	3.225244	10.251439	33.267845									5.125584	2.453507
5.126164	3.225797	10.2526	33.267841									5.126164	2.453941
5.126745	3.22629	10.25376	33.267933									5.126745	2.454375
5.127326	3.225624	10.254921	33.268093									5.127326	2.454809
5.127906	3.225482	10.256082	33.268154									5.127906	2.455243
5.128486	3.225792	10.257242	33.268101									5.128486	2.455677
5.129066	3.225967	10.258404	33.268169									5.129066	2.456111
5.129647	3.226448	10.259564	33.268215									5.129647	2.456545
5.130227	3.226927	10.260725	33.268215									5.130227	2.456979
5.130807	3.22721	10.261886	33.268272									5.130807	2.456979
5.131388	3.227176	10.263046	33.268246									5.131388	2.456979
5.131968	3.226413	10.264207	33.268299									5.131968	2.456979
5.132548	3.226051	10.265368	33.268387									5.132548	2.456979
5.133129	3.22643	10.266528	33.268444									5.133129	2.456979
5.133709	3.22701	10.267689	33.26833									5.133709	2.456979
5.134289	3.226737	10.268849	33.268143									5.134289	2.456979
5.13487	3.226261	10.270011	33.268093									5.13487	2.456979
5.13545	3.22643	10.271172	33.268147									5.13545	2.456979
5.136031	3.226818	10.272332	33.268051									5.136031	2.456979
5.136611	3.227086	10.273493	33.268009									5.136611	2.457408
5.137191	3.227593	10.274653	33.267929									5.137191	2.457838
5.137772	3.228018	10.275814	33.26783									5.137772	2.458268
5.138352	3.228528	10.276975	33.267746									5.138352	2.458698
5.138932	3.228757	10.278135	33.267719									5.138932	2.459127
5.139513	3.229313	10.279296	33.267635									5.139513	2.459557
5.140093	3.230678	10.280457	33.267433									5.140093	2.459986
5.140673	3.231319	10.281618	33.267323									5.140673	2.460416
5.141253	3.230385	10.282779	33.267319									5.141253	2.460846
5.141834	3.230816	10.283939	33.267277									5.141834	2.461276
5.142414	3.230518	10.2851	33.26717									5.142414	2.461701
5.142994	3.229833	10.286261	33.267002									5.142994	2.462126
5.143575	3.229633	10.287421	33.266804									5.143575	2.462552
5.144156	3.229712	10.288582	33.266788									5.144156	2.462977
5.144736	3.228961	10.289742	33.266785									5.144736	2.463403
5.145316	3.228345	10.290903	33.266735									5.145316	2.463828
5.145896	3.227493	10.292064	33.266788									5.145896	2.464254
5.146477	3.226904	10.293225	33.266788									5.146477	2.464679
5.147057	3.226921	10.294386	33.266644									5.147057	2.465105
5.147637	3.226404	10.295547	33.26651									5.147637	2.46553
5.148218	3.22635	10.296707	33.266415									5.148218	2.465951
5.148798	3.226415	10.297868	33.266514									5.148798	2.466373
5.149378	3.225755	10.299028	33.266506									5.149378	2.466794
5.149959	3.226281	10.300189	33.266579									5.149959	2.467215
5.150539	3.227312	10.30135	33.266567									5.150539	2.467637
5.151119	3.226221	10.30251	33.266563									5.151119	2.468058
5.1517	3.226446	10.303671	33.26651									5.1517	2.468479
5.15228	3.226654	10.304832	33.266342									5.15228	2.468901
5.152861	3.226836	10.305993	33.266155									5.152861	2.469322
5.153441	3.226519	10.307154	33.266113									5.153441	2.469743
5.154021	3.226878	10.308314	33.266098									5.154021	2.47016
5.154602	3.2274	10.309475	33.266037									5.154602	2.470577
5.155182	3.227262	10.310636	33.266041									5.155182	2.470995
5.155762	3.227584	10.311796	33.266144									5.155762	2.471412
5.156343	3.227795	10.312957	33.266296									5.156343	2.471829
5.156923	3.227727	10.314117	33.266472									5.156923	2.472246
5.157503	3.227216	10.315278	33.26646									5.157503	2.472663
5.158083	3.226902	10.316439	33.266468									5.158083	2.47308
5.158664	3.227371	10.3176	33.266403									5.158664	2.473497
5.159244	3.227049	10.318761	33.266277									5.159244	2.473915
5.159824	3.226798	10.319921	33.266262									5.159824	2.474328
5.160405	3.226899	10.321082	33.2663									5.160405	2.474741
5.160985	3.226959	10.322243	33.266247									5.160985	2.475154
5.161566	3.226811	10.323403	33.266148									5.161566	2.475567
5.162146	3.226049	10.324564	33.26609									5.162146	2.47598
5.162726	3.225526	10.325725	33.266064									5.162726	2.476393
5.163307	3.225684	10.326885	33.26601									5.163307	2.476806
5.163887	3.226248	10.328046	33.266029									5.163887	2.477219
5.164467	3.226073	10.329207	33.26609									5.164467	2.477632
5.165048	3.225766	10.330368	33.266052									5.165048	2.478045
5.165628	3.225739	10.331529	33.266068									5.165628	2.478454
5.166208	3.225691	10.332689	33.266148									5.166208	2.478863
5.166789	3.225722	10.33385	33.266186									5.166789	2.479272
5.167369	3.225161	10.335011	33.266239									5.167369	2.479681
5.167949	3.225134	10.336171	33.266296									5.167949	2.48009
5.16853	3.224988	10.337332	33.266403									5.16853	2.480499
5.16911	3.224731	10.338492	33.266598									5.16911	2.480908
5.16969	3.224043	10.339653	33.266678									5.16969	2.481317
5.170271	3.223489	10.340815	33.266701									5.170271	2.481726
5.170851	3.223538	10.341975	33.266708									5.170851	2.482135
