Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
UV		Cond		Conc B		Injection		Run Log		Fraction		UV_CUT_TEMP@100,BASEM	
ml	mAU	ml	mS/cm	ml	%	ml	Injection	ml	Logbook	ml	Fraction	ml	mAU
8.750403	34.058819	17.501268	33.271061									8.750403	3.305808
8.750983	34.112297	17.502428	33.271027									8.750983	3.305808
8.751564	34.166393	17.50359	33.270927									8.751564	3.305808
8.752144	34.221207	17.504749	33.270992									8.752144	3.305808
8.752725	34.275764	17.505911	33.271145									8.752725	3.305808
8.753304	34.330151	17.507071	33.271214									8.753304	3.305808
8.753885	34.385536	17.508232	33.271198									8.753885	3.305808
8.754465	34.439186	17.509394	33.271126									8.754465	3.305808
8.755046	34.49239	17.510553	33.271099									8.755046	3.305808
8.755627	34.547714	17.511715	33.271229									8.755627	3.305808
8.756207	34.602467	17.512875	33.2714									8.756207	3.305808
8.756787	34.656258	17.514036	33.271519									8.756787	3.305808
8.757367	34.710167	17.515196	33.27158									8.757367	3.305808
8.757948	34.764095	17.516357	33.27161									8.757948	3.30587
8.758528	34.817703	17.517517	33.271542									8.758528	3.305931
8.759109	34.871902	17.518679	33.271553									8.759109	3.305993
8.759688	34.925579	17.51984	33.271683									8.759688	3.306054
8.760269	34.979221	17.521	33.271629									8.760269	3.306116
8.760849	35.033833	17.522161	33.271564									8.760849	3.306178
8.76143	35.087685	17.523321	33.271484									8.76143	3.306239
8.76201	35.141338	17.524483	33.271507									8.76201	3.306301
8.76259	35.194633	17.525642	33.271526									8.76259	3.306362
8.76317	35.248501	17.526804	33.271557									8.76317	3.306424
8.763751	35.301086	17.527964	33.27158									8.763751	3.306424
8.764332	35.354618	17.529125	33.271496									8.764332	3.306424
8.764912	35.407661	17.530285	33.271442									8.764912	3.306424
8.765492	35.462311	17.531446	33.271439									8.765492	3.306424
8.766072	35.515804	17.532608	33.271374									8.766072	3.306424
8.766653	35.568695	17.533768	33.271332									8.766653	3.306424
8.767233	35.622646	17.534929	33.271286									8.767233	3.306424
8.767814	35.67572	17.536089	33.271175									8.767814	3.306424
8.768394	35.728054	17.537251	33.271175									8.768394	3.306424
8.768974	35.780743	17.53841	33.27124									8.768974	3.306424
8.769554	35.833637	17.539572	33.271275									8.769554	3.306424
8.770135	35.886417	17.540731	33.271259									8.770135	3.306424
8.770715	35.939693	17.541893	33.271229									8.770715	3.306424
8.771296	35.992867	17.543055	33.271164									8.771296	3.306424
8.771875	36.046162	17.544214	33.271099									8.771875	3.306424
8.772456	36.099167	17.545376	33.271057									8.772456	3.306424
8.773037	36.1511	17.546535	33.271023									8.773037	3.306424
8.773617	36.203472	17.547697	33.27092									8.773617	3.306424
8.774198	36.255569	17.548857	33.270844									8.774198	3.306424
8.774777	36.306545	17.550018	33.27092									8.774777	3.306424
8.775358	36.358597	17.551178	33.271019									8.775358	3.306486
8.775938	36.410732	17.55234	33.271084									8.775938	3.306547
8.776519	36.463375	17.553499	33.271065									8.776519	3.306609
8.777099	36.514927	17.554661	33.271053									8.777099	3.306671
8.777679	36.566837	17.555822	33.271118									8.777679	3.306733
8.778259	36.618088	17.556982	33.271118									8.778259	3.306794
8.77884	36.669304	17.558144	33.271183									8.77884	3.306856
8.77942	36.72044	17.559303	33.271317									8.77942	3.306918
8.780001	36.771797	17.560465	33.271324									8.780001	3.306979
8.780581	36.823418	17.561625	33.271305									8.780581	3.307041
8.781161	36.87537	17.562786	33.271202									8.781161	3.307041
8.781742	36.926838	17.563946	33.271114									8.781742	3.307041
8.782322	36.977345	17.565107	33.270988									8.782322	3.307041
8.782903	37.027256	17.566269	33.270992									8.782903	3.307041
8.783483	37.078247	17.567429	33.270958									8.783483	3.307041
8.784063	37.129307	17.56859	33.271046									8.784063	3.307041
8.784643	37.178886	17.56975	33.270927									8.784643	3.307041
8.785224	37.228821	17.570911	33.270844									8.785224	3.307041
8.785804	37.279526	17.572071	33.270901									8.785804	3.307041
8.786385	37.330593	17.573233	33.271042									8.786385	3.307041
8.786964	37.381626	17.574392	33.271103									8.786964	3.307103
8.787545	37.432713	17.575554	33.271248									8.787545	3.307165
8.788125	37.483158	17.576714	33.271378									8.788125	3.307227
8.788706	37.532955	17.577875	33.271465									8.788706	3.307289
8.789286	37.582417	17.579037	33.271557									8.789286	3.307351
8.789866	37.631783	17.580196	33.271656									8.789866	3.307413
8.790447	37.680515	17.581358	33.271595									8.790447	3.307474
8.791027	37.729939	17.582518	33.271595									8.791027	3.307536
8.791608	37.780247	17.583679	33.27177									8.791608	3.307598
8.792188	37.829456	17.584839	33.271877									8.792188	3.30766
8.792768	37.880283	17.586	33.271935									8.792768	3.30766
8.793348	37.929375	17.58716	33.271893									8.793348	3.30766
8.793929	37.97818	17.588322	33.271877									8.793929	3.30766
8.794509	38.026478	17.589481	33.271927									8.794509	3.30766
8.79509	38.074696	17.590643	33.271938									8.79509	3.30766
8.79567	38.123638	17.591805	33.272099									8.79567	3.30766
8.79625	38.172054	17.592964	33.272144									8.79625	3.30766
8.79683	38.22224	17.594126	33.272095									8.79683	3.30766
8.797411	38.269249	17.595285	33.272068									8.797411	3.30766
8.797991	38.313416	17.596447	33.272156									8.797991	3.30766
8.798572	38.356018	17.597607	33.272202									8.798572	3.30766
8.799152	38.398582	17.598768	33.27224									8.799152	3.30766
8.799732	38.443615	17.599928	33.27227									8.799732	3.30766
8.800313	38.491653	17.601089	33.272366									8.800313	3.30766
8.800893	38.539612	17.602251	33.272327									8.800893	3.30766
8.801474	38.586311	17.603411	33.272339									8.801474	3.30766
8.802053	38.633591	17.604572	33.272556									8.802053	3.30766
8.802634	38.681747	17.605732	33.272533									8.802634	3.30766
8.803214	38.729019	17.606894	33.272526									8.803214	3.30766
8.803795	38.776581	17.608053	33.272606									8.803795	3.30766
8.804375	38.824177	17.609215	33.272655									8.804375	3.307722
8.804955	38.871189	17.610374	33.272697									8.804955	3.307784
8.805535	38.917995	17.611536	33.272625									8.805535	3.307846
8.806116	38.965374	17.612696	33.272507									8.806116	3.307908
8.806696	39.013222	17.613857	33.272453									8.806696	3.30797
8.807277	39.061024	17.615019	33.272434									8.807277	3.308032
8.807857	39.107883	17.616179	33.272373									8.807857	3.308094
8.808437	39.15498	17.61734	33.272354									8.808437	3.308156
8.809018	39.201149	17.6185	33.272404									8.809018	3.308218
8.809598	39.246105	17.619661	33.272396									8.809598	3.30828
8.810179	39.290562	17.620821	33.272369									8.810179	3.30828
8.810759	39.33559	17.621983	33.272373									8.810759	3.30828
8.811339	39.380779	17.623142	33.272453									8.811339	3.30828
8.811919	39.425907	17.624304	33.272556									8.811919	3.30828
8.8125	39.470497	17.625465	33.272526									8.8125	3.30828
8.81308	39.515671	17.626625	33.272472									8.81308	3.30828
8.813661	39.561108	17.627787	33.272572									8.813661	3.30828
8.81424	39.605618	17.628946	33.272617									8.81424	3.30828
8.814821	39.650692	17.630108	33.272614									8.814821	3.30828
8.815401	39.693108	17.631268	33.272549									8.815401	3.30828
8.815982	39.735863	17.632429	33.272449									8.815982	3.30828
8.816562	39.779537	17.633589	33.272392									8.816562	3.30828
8.817142	39.822987	17.63475	33.272255									8.817142	3.30828
8.817723	39.866535	17.63591	33.272175									8.817723	3.30828
8.818303	39.911053	17.637072	33.272213									8.818303	3.30828
8.818884	39.95549	17.638233	33.272305									8.818884	3.30828
8.819464	40.000137	17.639393	33.272301									8.819464	3.30828
8.820045	40.043972	17.640554	33.272205									8.820045	3.30828
8.820624	40.087433	17.641714	33.272141									8.820624	3.30828
8.821205	40.131039	17.642876	33.272064									8.821205	3.30828
8.821785	40.174522	17.644035	33.271988									8.821785	3.308342
8.822366	40.218216	17.645197	33.271893									8.822366	3.308404
8.822946	40.262085	17.646357	33.271793									8.822946	3.308467
8.823526	40.306175	17.647518	33.271687									8.823526	3.308529
8.824106	40.349239	17.648678	33.271599									8.824106	3.308591
8.824687	40.392578	17.649839	33.271557									8.824687	3.308653
8.825267	40.435482	17.651001	33.271488									8.825267	3.308715
8.825848	40.477711	17.652161	33.271469									8.825848	3.308777
8.826428	40.520355	17.653322	33.271381									8.826428	3.308839
8.827008	40.562176	17.654482	33.271282									8.827008	3.308902
8.827589	40.604111	17.655643	33.271217									8.827589	3.308902
8.828169	40.647095	17.656803	33.271183									8.828169	3.308902
8.82875	40.688656	17.657965	33.27108									8.82875	3.308902
8.829329	40.729118	17.659124	33.271011									8.829329	3.308902
8.82991	40.769836	17.660286	33.270962									8.82991	3.308902
8.83049	40.81105	17.661448	33.270966									8.83049	3.308902
8.831071	40.851665	17.662607	33.271061									8.831071	3.308902
8.831651	40.892593	17.663769	33.271214									8.831651	3.308902
8.832232	40.933823	17.664928	33.271294									8.832232	3.308902
8.832811	40.973656	17.66609	33.271271									8.832811	3.308902
8.833392	41.013546	17.66725	33.27108									8.833392	3.308902
8.833972	41.053883	17.668411	33.270969									8.833972	3.308902
8.834553	41.0942	17.669571	33.270947									8.834553	3.308902
8.835134	41.133602	17.670732	33.270935									8.835134	3.308902
8.835713	41.17202	17.671892	33.270908									8.835713	3.308902
8.836294	41.210281	17.673054	33.270817									8.836294	3.308902
8.836874	41.249447	17.674215	33.270866									8.836874	3.308902
8.837455	41.288151	17.675375	33.271008									8.837455	3.308902
8.838035	41.326973	17.676537	33.271015									8.838035	3.308902
8.838615	41.366367	17.677696	33.271084									8.838615	3.308902
8.839195	41.405075	17.678858	33.271172									8.839195	3.308964
8.839776	41.442074	17.680017	33.271248									8.839776	3.309026
8.840356	41.480072	17.681179	33.271297									8.840356	3.309088
8.840937	41.517731	17.682339	33.271297									8.840937	3.309151
8.841516	41.555859	17.6835	33.271301									8.841516	3.309213
8.842097	41.591389	17.684662	33.2714									8.842097	3.309275
8.842677	41.627304	17.685822	33.27132									8.842677	3.309337
8.843258	41.663609	17.686983	33.271263									8.843258	3.3094
8.843839	41.699654	17.688143	33.271149									8.843839	3.309462
8.844419	41.737301	17.689304	33.270958									8.844419	3.309524
8.844999	41.775002	17.690464	33.270947									8.844999	3.309524
8.845579	41.810482	17.691626	33.270996									8.845579	3.309524
8.84616	41.846386	17.692785	33.271027									8.84616	3.309524
8.84674	41.881638	17.693947	33.271019									8.84674	3.309524
8.847321	41.916458	17.695107	33.270992									8.847321	3.309524
8.8479	41.951077	17.696268	33.271023									8.8479	3.309524
8.848481	41.986202	17.69743	33.271027									8.848481	3.309524
8.849061	42.019646	17.698589	33.270969									8.849061	3.309524
8.849642	42.053661	17.699751	33.270927									8.849642	3.309524
8.850222	42.088242	17.700911	33.270905									8.850222	3.309524
8.850802	42.121521	17.702072	33.270889									8.850802	3.309524
8.851382	42.152397	17.703232	33.270905									8.851382	3.309524
8.851963	42.181831	17.704393	33.270988									8.851963	3.309524
8.852544	42.211666	17.705553	33.271091									8.852544	3.309524
8.853124	42.242992	17.706715	33.271156									8.853124	3.309524
8.853704	42.27565	17.707876	33.27108									8.853704	3.309524
8.854284	42.309177	17.709036	33.27108									8.854284	3.309524
8.854865	42.341846	17.710197	33.271023									8.854865	3.309524
8.855445	42.37418	17.711357	33.270966									8.855445	3.309524
8.856026	42.406261	17.712519	33.271061									8.856026	3.309524
8.856606	42.437939	17.713678	33.271198									8.856606	3.309587
8.857186	42.46936	17.71484	33.271221									8.857186	3.309649
8.857766	42.500347	17.716	33.271248									8.857766	3.309711
8.858347	42.531609	17.717161	33.271313									8.858347	3.309774
8.858927	42.562607	17.718321	33.271378									8.858927	3.309836
8.859508	42.593918	17.719482	33.271507									8.859508	3.309899
8.860087	42.624672	17.720644	33.271637									8.860087	3.309961
8.860668	42.654583	17.721804	33.271706									8.860668	3.310024
8.861249	42.684284	17.722965	33.271713									8.861249	3.310086
8.861829	42.714222	17.724125	33.271671									8.861829	3.310148
8.86241	42.744179	17.725286	33.27166									8.86241	3.310148
8.862989	42.773678	17.726446	33.271648									8.862989	3.310148
8.86357	42.802975	17.727608	33.27169									8.86357	3.310148
8.86415	42.831898	17.728767	33.271702									8.86415	3.310148
8.864731	42.860756	17.729929	33.271664									8.864731	3.310148
8.865311	42.890141	17.731089	33.271702									8.865311	3.310148
8.865891	42.918617	17.73225	33.271778									8.865891	3.310148
8.866471	42.946381	17.733412	33.271942									8.866471	3.310148
8.867052	42.974586	17.734571	33.272018									8.867052	3.310148
8.867632	43.001831	17.735733	33.272011									8.867632	3.310148
8.868213	43.029137	17.736893	33.272064									8.868213	3.310148
8.868793	43.057533	17.738054	33.272076									8.868793	3.310148
8.869373	43.084904	17.739214	33.272133									8.869373	3.310148
8.869954	43.111206	17.740376	33.272179									8.869954	3.310148
8.870534	43.137444	17.741535	33.272232									8.870534	3.310148
8.871115	43.16431	17.742697	33.272278									8.871115	3.310148
8.871695	43.191376	17.743858	33.272243									8.871695	3.310148
8.872275	43.217991	17.745018	33.27224									8.872275	3.310148
8.872855	43.243835	17.74618	33.272266									8.872855	3.310148
8.873436	43.268986	17.747339	33.272305									8.873436	3.310148
8.874016	43.293697	17.748501	33.272305									8.874016	3.310211
8.874597	43.318607	17.74966	33.272278									8.874597	3.310273
8.875176	43.343113	17.750822	33.272339									8.875176	3.310336
8.875757	43.368195	17.751982	33.272369									8.875757	3.310398
8.876337	43.393162	17.753143	33.2724									8.876337	3.310461
8.876918	43.417736	17.754303	33.272438									8.876918	3.310523
8.877498	43.441849	17.755465	33.27243									8.877498	3.310586
8.878078	43.466778	17.756626	33.272442									8.878078	3.310648
8.878659	43.49115	17.757786	33.272427									8.878659	3.310711
8.879239	43.513695	17.758947	33.272316									8.879239	3.310773
8.87982	43.536148	17.760107	33.272324									8.87982	3.310773
8.8804	43.558979	17.761269	33.272301									8.8804	3.310773
8.88098	43.581333	17.762428	33.272255									8.88098	3.310773
8.88156	43.602917	17.76359	33.272263									8.88156	3.310773
8.882141	43.62479	17.76475	33.272301									8.882141	3.310773
8.882721	43.647003	17.765911	33.272377									8.882721	3.310773
8.883302	43.668537	17.767073	33.272381									8.883302	3.310773
8.883882	43.689777	17.768232	33.272339									8.883882	3.310773
8.884462	43.711075	17.769394	33.272335									8.884462	3.310773
8.885042	43.732674	17.770554	33.272362									8.885042	3.310773
8.885623	43.753738	17.771715	33.272289									8.885623	3.310773
8.886203	43.773746	17.772875	33.272232									8.886203	3.310773
8.886784	43.79435	17.774036	33.272247									8.886784	3.310773
8.887364	43.815319	17.775196	33.272228									8.887364	3.310773
8.887944	43.835335	17.776358	33.272213									8.887944	3.310773
8.888525	43.854763	17.777517	33.272156									8.888525	3.310773
8.889105	43.874187	17.778679	33.272087									8.889105	3.310773
8.889686	43.893867	17.77984	33.272064									8.889686	3.310773
8.890265	43.913345	17.781	33.272064									8.890265	3.310773
8.890846	43.932121	17.782162	33.272079									8.890846	3.310773
8.891426	43.95113	17.783321	33.272087									8.891426	3.310836
8.892007	43.970047	17.784483	33.27211									8.892007	3.310899
8.892587	43.987255	17.785643	33.272194									8.892587	3.310961
8.893167	44.004654	17.786804	33.272182									8.893167	3.311024
8.893747	44.022198	17.787964	33.272049									8.893747	3.311086
8.894328	44.039104	17.789125	33.272003									8.894328	3.311149
8.894908	44.056587	17.790287	33.272079									8.894908	3.311212
8.895489	44.073921	17.791447	33.272045									8.895489	3.311274
8.89607	44.090603	17.792608	33.271996									8.89607	3.311337
8.896649	44.107292	17.793768	33.272121									8.896649	3.311399
8.89723	44.123947	17.79493	33.272198									8.89723	3.311399
8.89781	44.139294	17.796089	33.272171									8.89781	3.311399
8.898391	44.154713	17.797251	33.272053									8.898391	3.311399
8.898971	44.170895	17.79841	33.272041									8.898971	3.311399
8.899551	44.186409	17.799572	33.272175									8.899551	3.311399
8.900131	44.201191	17.800732	33.272263									8.900131	3.311399
8.900712	44.216335	17.801893	33.272339									8.900712	3.311399
8.901292	44.230606	17.803055	33.272495									8.901292	3.311399
8.901873	44.244606	17.804214	33.27256									8.901873	3.311399
8.902452	44.258144	17.805376	33.272587									8.902452	3.311399
8.903033	44.270824	17.806536	33.272633									8.903033	3.311399
8.903613	44.283909	17.807697	33.272701									8.903613	3.311399
8.904194	44.297142	17.808857	33.272736									8.904194	3.311399
8.904775	44.308865	17.810019	33.272778									8.904775	3.311399
8.905354	44.319832	17.811178	33.272705									8.905354	3.311399
8.905935	44.33091	17.81234	33.272842									8.905935	3.311399
8.906515	44.342262	17.813499	33.272903									8.906515	3.311399
8.907096	44.353283	17.814661	33.272861									8.907096	3.311399
8.907676	44.364136	17.815823	33.272747									8.907676	3.311399
8.908257	44.3759	17.816982	33.272717									8.908257	3.311399
8.908836	44.387276	17.818144	33.272682									8.908836	3.311462
8.909417	44.397987	17.819304	33.27264									8.909417	3.311525
8.909997	44.40839	17.820465	33.272594									8.909997	3.311588
8.910578	44.418594	17.821625	33.272617									8.910578	3.31165
8.911158	44.429131	17.822786	33.272648									8.911158	3.311713
8.911738	44.438541	17.823946	33.272625									8.911738	3.311776
8.912318	44.447269	17.825108	33.272633									8.912318	3.311839
8.912899	44.45694	17.826269	33.272701									8.912899	3.311901
8.91348	44.46624	17.827429	33.272747									8.91348	3.311964
8.91406	44.47448	17.82859	33.272778									8.91406	3.312027
8.91464	44.483429	17.82975	33.272873									8.91464	3.312027
8.91522	44.49305	17.830912	33.272957									8.91522	3.312027
8.915801	44.501049	17.832071	33.273098									8.915801	3.312027
8.916381	44.508049	17.833233	33.273277									8.916381	3.312027
8.916962	44.515408	17.834393	33.273354									8.916962	3.312027
8.917542	44.522419	17.835554	33.273369									8.917542	3.312027
8.918122	44.529099	17.836714	33.273426									8.918122	3.312027
8.918702	44.535698	17.837875	33.273548									8.918702	3.312027
8.919283	44.541904	17.839037	33.273663									8.919283	3.312027
8.919863	44.548328	17.840197	33.273659									8.919863	3.312027
8.920444	44.553333	17.841358	33.273659									8.920444	3.312027
8.921023	44.558285	17.842518	33.273674									8.921023	3.312027
8.921604	44.564381	17.843679	33.273617									8.921604	3.312027
8.922185	44.569607	17.844839	33.273518									8.922185	3.312027
8.922765	44.574848	17.846001	33.273502									8.922765	3.312027
8.923346	44.580101	17.84716	33.273533									8.923346	3.312027
8.923925	44.584084	17.848322	33.273483									8.923925	3.312027
8.924506	44.587929	17.849483	33.273441									8.924506	3.312027
8.925086	44.591774	17.850643	33.273399									8.925086	3.312027
8.925667	44.595699	17.851805	33.273266									8.925667	3.312027
8.926247	44.599106	17.852964	33.273144									8.926247	3.312089
8.926827	44.602158	17.854126	33.273102									8.926827	3.312152
8.927407	44.605518	17.855286	33.27306									8.927407	3.312215
8.927988	44.607853	17.856447	33.273029									8.927988	3.312278
8.928568	44.610577	17.857607	33.272999									8.928568	3.312341
8.929149	44.613171	17.858768	33.272911									8.929149	3.312403
8.929729	44.614979	17.859928	33.272835									8.929729	3.312466
8.930309	44.617142	17.86109	33.272659									8.930309	3.312529
8.93089	44.619221	17.862251	33.272522									8.93089	3.312592
8.93147	44.621742	17.863411	33.272499									8.93147	3.312655
8.932051	44.623695	17.864573	33.272556									8.932051	3.312655
8.932631	44.625343	17.865732	33.272587									8.932631	3.312655
8.933211	44.625996	17.866894	33.272564									8.933211	3.312655
8.933791	44.627258	17.868053	33.272335									8.933791	3.312655
8.934372	44.628616	17.869215	33.27206									8.934372	3.312655
8.934952	44.629459	17.870375	33.272049									8.934952	3.312655
8.935533	44.629627	17.871536	33.272057									8.935533	3.312655
8.936112	44.630077	17.872696	33.271946									8.936112	3.312655
8.936693	44.631069	17.873857	33.271877									8.936693	3.312655
8.937273	44.630192	17.875019	33.271782									8.937273	3.312655
8.937854	44.628967	17.876179	33.271675									8.937854	3.312718
8.938434	44.627571	17.87734	33.271675									8.938434	3.312781
8.939014	44.627106	17.8785	33.271702									8.939014	3.312843
8.939595	44.626049	17.879662	33.271713									8.939595	3.312906
8.940175	44.624638	17.880821	33.271683									8.940175	3.312969
8.940756	44.622841	17.881983	33.271626									8.940756	3.313032
8.941336	44.620949	17.883142	33.271458									8.941336	3.313095
8.941916	44.618683	17.884304	33.271362									8.941916	3.313158
8.942496	44.615654	17.885466	33.271393									8.942496	3.313221
8.943077	44.612137	17.886625	33.271397									8.943077	3.313284
8.943657	44.608967	17.887787	33.271389									8.943657	3.313284
8.944238	44.606308	17.888947	33.271317									8.944238	3.313284
8.944818	44.603657	17.890108	33.271259									8.944818	3.313284
8.945398	44.601486	17.891268	33.271229									8.945398	3.313284
8.945978	44.597771	17.892429	33.271275									8.945978	3.313284
8.946559	44.593155	17.893589	33.271389									8.946559	3.313284
8.947139	44.588131	17.894751	33.271393									8.947139	3.313284
8.94772	44.583595	17.89591	33.271317									8.94772	3.313284
8.9483	44.578724	17.897072	33.27124									8.9483	3.313284
8.94888	44.573566	17.898233	33.271103									8.94888	3.313284
8.949461	44.568619	17.899393	33.270954									8.949461	3.313284
8.950041	44.56369	17.900555	33.270874									8.950041	3.313284
8.950622	44.558056	17.901714	33.270756									8.950622	3.313284
8.951201	44.552685	17.902876	33.270569									8.951201	3.313284
8.951782	44.546688	17.904036	33.270439									8.951782	3.313284
8.952362	44.540878	17.905197	33.270493									8.952362	3.313284
8.952943	44.535378	17.906357	33.270554									8.952943	3.313284
8.953523	44.528927	17.907518	33.270596									8.953523	3.313284
8.954103	44.521801	17.90868	33.270596									8.954103	3.313284
8.954683	44.515053	17.90984	33.270607									8.954683	3.313284
8.955264	44.506218	17.911001	33.270611									8.955264	3.313347
8.955844	44.498108	17.912161	33.27058									8.955844	3.31341
8.956425	44.489899	17.913322	33.270489									8.956425	3.313473
8.957006	44.481339	17.914482	33.270447									8.957006	3.313535
8.957585	44.473526	17.915644	33.270386									8.957585	3.313599
8.958166	44.465889	17.916803	33.270332									8.958166	3.313662
8.958746	44.458061	17.917965	33.270359									8.958746	3.313725
8.959327	44.449169	17.919125	33.270344									8.959327	3.313787
8.959907	44.439743	17.920286	33.270283									8.959907	3.31385
8.960487	44.42992	17.921448	33.270363									8.960487	3.313913
8.961067	44.420013	17.922607	33.270428									8.961067	3.313913
8.961648	44.409973	17.923769	33.270512									8.961648	3.313913
8.962228	44.400124	17.924929	33.270542									8.962228	3.313913
8.962809	44.389648	17.92609	33.270504									8.962809	3.313913
8.963388	44.377731	17.92725	33.270458									8.963388	3.313913
8.963969	44.365685	17.928411	33.27042									8.963969	3.313913
8.964549	44.354263	17.929571	33.270435									8.964549	3.313913
8.96513	44.343075	17.930733	33.270432									8.96513	3.313913
8.965711	44.330807	17.931894	33.270412									8.965711	3.313913
8.96629	44.317978	17.933054	33.2705									8.96629	3.313913
8.966871	44.305908	17.934216	33.270565									8.966871	3.313913
8.967451	44.293507	17.935375	33.270615									8.967451	3.313913
8.968032	44.280365	17.936537	33.270691									8.968032	3.313913
8.968612	44.267353	17.937696	33.270794									8.968612	3.313913
8.969193	44.25436	17.938858	33.27092									8.969193	3.313913
8.969772	44.241623	17.940018	33.270958									8.969772	3.313913
8.970353	44.228802	17.941179	33.270931									8.970353	3.313913
8.970933	44.214951	17.942339	33.271057									8.970933	3.313913
8.971514	44.201092	17.943501	33.271286									8.971514	3.313913
8.972094	44.187462	17.944662	33.271385									8.972094	3.313913
8.972674	44.172672	17.945822	33.271397									8.972674	3.313976
8.973254	44.157066	17.946983	33.271461									8.973254	3.314039
8.973835	44.141499	17.948143	33.271561									8.973835	3.314103
8.974416	44.125092	17.949305	33.271652									8.974416	3.314166
8.974996	44.108345	17.950464	33.271652									8.974996	3.314229
8.975576	44.092915	17.951626	33.271648									8.975576	3.314292
8.976156	44.077675	17.952785	33.271595									8.976156	3.314355
8.976737	44.061424	17.953947	33.271595									8.976737	3.314418
8.977317	44.045288	17.955107	33.271538									8.977317	3.314481
8.977898	44.029301	17.956268	33.271461									8.977898	3.314544
8.978477	44.012703	17.95743	33.271561									8.978477	3.314544
8.979058	43.995541	17.95859	33.271553									8.979058	3.314544
8.979638	43.97794	17.959751	33.27153									8.979638	3.314544
8.980219	43.959736	17.960911	33.2715									8.980219	3.314544
8.980799	43.941902	17.962072	33.271423									8.980799	3.314544
8.98138	43.924129	17.963232	33.271412									8.98138	3.314544
8.981959	43.905266	17.964394	33.271439									8.981959	3.314544
8.98254	43.88636	17.965553	33.27153									8.98254	3.314544
8.983121	43.867596	17.966715	33.27153									8.983121	3.314544
8.983701	43.848976	17.967876	33.271492									8.983701	3.314544
8.984282	43.83083	17.969036	33.27153									8.984282	3.314544
8.984861	43.812763	17.970198	33.27158									8.984861	3.314544
8.985442	43.794277	17.971357	33.271667									8.985442	3.314544
8.986022	43.775158	17.972519	33.271862									8.986022	3.314544
8.986603	43.755474	17.973679	33.271923									8.986603	3.314544
8.987183	43.735714	17.97484	33.271893									8.987183	3.314544
8.987763	43.715389	17.976	33.271996									8.987763	3.314544
8.988343	43.69471	17.977161	33.272091									8.988343	3.314544
8.988924	43.673748	17.978321	33.272125									8.988924	3.314544
8.989504	43.652866	17.979483	33.272106									8.989504	3.314544
8.990085	43.632309	17.980644	33.272003									8.990085	3.314607
8.990664	43.611271	17.981804	33.271942									8.990664	3.31467
8.991245	43.589546	17.982965	33.271778									8.991245	3.314733
8.991826	43.567257	17.984125	33.271675									8.991826	3.314796
8.992406	43.545155	17.985287	33.271683									8.992406	3.31486
8.992987	43.523323	17.986446	33.271832									8.992987	3.314923
8.993567	43.500919	17.987608	33.271912									8.993567	3.314986
8.994147	43.477467	17.988768	33.271889									8.994147	3.315049
8.994727	43.454163	17.989929	33.271698									8.994727	3.315112
8.995308	43.431252	17.991091	33.27153									8.995308	3.315175
8.995888	43.408279	17.99225	33.271435									8.995888	3.315175
8.996469	43.385384	17.993412	33.27145									8.996469	3.315175
8.997048	43.362053	17.994572	33.271568									8.997048	3.315175
8.997629	43.338581	17.995733	33.271706									8.997629	3.315175
8.998209	43.314857	17.996893	33.271839									8.998209	3.315175
8.99879	43.290348	17.998055	33.272007									8.99879	3.315175
8.99937	43.265583	17.999214	33.272175									8.99937	3.315175
8.99995	43.240536	18.000376	33.272308									8.99995	3.315175
9.000531	43.215714	18.001535	33.27243									9.000531	3.315175
9.001111	43.19109	18.002697	33.272552									9.001111	3.315175
9.001692	43.165916	18.003859	33.272625									9.001692	3.315175
9.002272	43.140224	18.005018	33.272602									9.002272	3.315175
9.002852	43.113785	18.00618	33.272575									9.002852	3.315175
9.003432	43.087284	18.007339	33.272587									9.003432	3.315175
9.004013	43.061962	18.008501	33.272511									9.004013	3.315175
9.004593	43.035976	18.009661	33.272488									9.004593	3.315175
9.005174	43.009197	18.010822	33.272503									9.005174	3.315175
9.005754	42.982277	18.011982	33.272526									9.005754	3.315175
9.006334	42.954586	18.013144	33.272545									9.006334	3.315175
9.006914	42.926559	18.014303	33.272545									9.006914	3.315175
9.007495	42.898491	18.015465	33.272488									9.007495	3.315238
9.008075	42.870872	18.016626	33.272476									9.008075	3.315302
9.008656	42.843231	18.017786	33.272572									9.008656	3.315365
9.009235	42.815533	18.018948	33.272583									9.009235	3.315428
9.009816	42.786884	18.020107	33.272594									9.009816	3.315491
9.010397	42.757336	18.021269	33.272709									9.010397	3.315554
9.010977	42.729412	18.022429	33.272827									9.010977	3.315618
9.011558	42.702759	18.02359	33.27282									9.011558	3.315681
9.012137	42.67643	18.02475	33.272839									9.012137	3.315744
9.012718	42.649029	18.025911	33.272873									9.012718	3.315807
9.013298	42.619442	18.027073	33.272938									9.013298	3.315807
9.013879	42.589558	18.028233	33.273178									9.013879	3.315807
9.014459	42.55899	18.029394	33.273281									9.014459	3.315807
9.015039	42.528282	18.030554	33.273224									9.015039	3.315807
9.015619	42.498314	18.031715	33.273262									9.015619	3.315807
9.0162	42.467464	18.032875	33.273258									9.0162	3.315807
9.01678	42.436882	18.034037	33.273193									9.01678	3.315807
9.017361	42.406204	18.035196	33.273182									9.017361	3.315807
